ticket_id,customer_id,created_date,priority,department,category,subject,message,assigned_agent,resolution,status,sentiment,resolution_time,escalation
TKT-000087,CUST-00421,2026-04-03 16:34,Normal,Technical Support,Mobile,Push notifications not arriving on mobile,One of our agents is having trouble with CloudDesk Mobile — one of our agents isn't receiving push notifications for new assignments. Let us know if there's a setting we're missing.,Kwame Mensah,Issue identified as a misconfigured routing rule; resolved by reauthorizing the integration. Confirmed working with the customer.,Resolved,Positive,11.0,No
TKT-000088,CUST-00309,2024-08-15 16:56,Low,Product & Feature Requests,Feature Request,Would like multi-brand support on lower tier,"We wanted to pass along a feature suggestion — multi-brand widget support currently limited to Enterprise, which is a stretch for our team size. This would make a meaningful difference for our team's workflow.",Amara Chukwu,,Pending,Negative,,No
TKT-000089,CUST-00886,2022-09-07 17:17,Normal,Product & Feature Requests,Feature Request,Requesting bulk action improvements,We wanted to pass along a feature suggestion — a higher bulk action limit on our current plan tier for large-scale ticket cleanup. This would make a meaningful difference for our team's workflow.,Chloe Martin,Escalated internally; engineering confirmed a caching delay and applied reauthorizing the integration.,Resolved,Negative,15.3,No
TKT-000090,CUST-00323,2026-07-31 11:31,High,Onboarding,Onboarding,Need help connecting support email,We're in the process of setting up Corvex Cloud and could use some guidance — we're trying to connect our support email address and the verification isn't completing. Happy to hop on a call if that's easier.,Owen Fitzgerald,Walked the customer through upgrading to the appropriate plan tier. Root cause was a browser extension conflict.,Closed,Negative,7.0,Yes
TKT-000091,CUST-00134,2023-12-27 21:14,High,Onboarding,Onboarding,Migrating historical tickets from previous platform,We're in the process of setting up Corvex Cloud and could use some guidance — we're migrating several years of historical tickets from our previous support platform. Happy to hop on a call if that's easier.,Finn O'Brien,Issue identified as an outdated integration credential; resolved by reauthorizing the integration. Confirmed working with the customer.,Resolved,Neutral,1.2,No
TKT-000092,CUST-00343,2023-02-14 20:07,High,Billing,Billing,Question about invoice charge,We have a question about our billing — a line item on our latest invoice doesn't match what we expected to be charged. Could someone from your billing team clarify this for us?,Noah Bennett,Walked the customer through clearing cached data and reloading. Root cause was an expired authentication token.,Closed,Positive,4.1,No
TKT-000093,CUST-00439,2026-02-04 08:18,Low,Onboarding,Onboarding,Need help connecting support email,We're in the process of setting up Corvex Cloud and could use some guidance — we're trying to connect our support email address and the verification isn't completing. Happy to hop on a call if that's easier.,Sarah Chen,Walked the customer through updating the relevant configuration setting. Root cause was an expired authentication token.,Resolved,Positive,101.4,No
TKT-000094,CUST-00288,2023-05-22 15:42,High,Product & Feature Requests,Feature Request,Would like multi-brand support on lower tier,"We wanted to pass along a feature suggestion — multi-brand widget support currently limited to Enterprise, which is a stretch for our team size. This would make a meaningful difference for our team's workflow.",Sarah Chen,Resolved after updating configuration — updating the relevant configuration setting. Customer confirmed resolution.,Closed,Negative,0.2,No
TKT-000095,CUST-00507,2025-05-26 18:06,Normal,Technical Support,Tickets Workflow,SLA countdown showing incorrect time,"We've run into a problem with CloudDesk Tickets — the SLA timer on several tickets seems to reset or jump unexpectedly. Our team relies on this working correctly for day-to-day queue management, so any help is appreciated.",Sarah Chen,,Pending,Neutral,,No
TKT-000096,CUST-00954,2025-07-09 06:02,High,Security,Security,Need audit log export for compliance review,"We have a security-related question or request — an export of our audit logs to support an upcoming internal compliance review. Given the nature of this, we'd appreciate a prompt response.",Ethan Park,Walked the customer through reauthorizing the integration. Root cause was a caching delay.,Resolved,Positive,1.9,Yes
TKT-000097,CUST-00778,2024-11-24 15:07,Normal,Onboarding,Onboarding,Need help connecting support email,We're in the process of setting up Corvex Cloud and could use some guidance — we're trying to connect our support email address and the verification isn't completing. Happy to hop on a call if that's easier.,James Okafor,Walked the customer through adjusting the widget installation snippet. Root cause was an incorrect field mapping.,Resolved,Negative,18.3,No
TKT-000098,CUST-00527,2019-05-15 09:37,High,Technical Support,Mobile,Biometric lock failing on mobile,One of our agents is having trouble with CloudDesk Mobile — biometric app lock keeps failing to recognize a valid fingerprint. Let us know if there's a setting we're missing.,Leo Schneider,Issue identified as an outdated integration credential; resolved by reauthorizing the integration. Confirmed working with the customer.,Resolved,Negative,7.6,No
TKT-000099,CUST-00440,2020-07-28 09:23,Normal,Account Management,Account Admin,Question about custom role permissions,We need some help managing our account — we're not sure our custom role is configured with the correct set of permissions. Let us know what you need from us to get this handled.,Mia Rodriguez,Walked the customer through clearing cached data and reloading. Root cause was an expired authentication token.,Closed,Negative,33.7,No
TKT-000100,CUST-00459,2023-03-08 07:43,Urgent,Security,Security,Need audit log export for compliance review,"We have a security-related question or request — an export of our audit logs to support an upcoming internal compliance review. Given the nature of this, we'd appreciate a prompt response.",Freya Lindqvist,,Pending,Neutral,,Yes
TKT-000101,CUST-00301,2022-10-06 12:51,High,Security,Security,IP allowlisting not permitting access,"We have a security-related question or request — our IP allowlist is blocking legitimate traffic from a newly added office location. Given the nature of this, we'd appreciate a prompt response.",Amara Chukwu,,Open,Neutral,,Yes
TKT-000102,CUST-00487,2025-04-13 22:04,High,Security,Security,API key rotation policy question,"We have a security-related question or request — clarification on how our configured API key rotation policy affects active integrations. Given the nature of this, we'd appreciate a prompt response.",James Okafor,Walked the customer through adjusting the widget installation snippet. Root cause was an outdated integration credential.,Closed,Negative,9.5,Yes
TKT-000103,CUST-00812,2020-03-02 14:11,Normal,Product & Feature Requests,Feature Request,Suggestion for chat widget customization,We wanted to pass along a feature suggestion — more granular control over chat widget font and spacing customization. This would make a meaningful difference for our team's workflow.,Owen Fitzgerald,Issue identified as a misconfigured routing rule; resolved by reauthorizing the integration. Confirmed working with the customer.,Resolved,Negative,7.0,No
